model,fpr,tpr
logistic_regression,0.49028343918854866,0.6916299559471366
logistic_regression,0.49663475210920466,0.6925110132158591
logistic_regression,0.5001421935728505,0.694273127753304
logistic_regression,0.5013745378708883,0.6951541850220264
logistic_regression,0.5027016778841596,0.6960352422907489
logistic_regression,0.5036496350364964,0.6977973568281939
logistic_regression,0.5055455493411698,0.6986784140969163
logistic_regression,0.5057351407716372,0.7004405286343612
logistic_regression,0.5070622807849086,0.7022026431718061
logistic_regression,0.5085790122286473,0.7039647577092512
logistic_regression,0.5150251208645369,0.7048458149779736
logistic_regression,0.5151199165797706,0.7066079295154185
logistic_regression,0.5155938951559389,0.707488986784141
logistic_regression,0.517300218030145,0.7083700440528634
logistic_regression,0.5192909280500522,0.7101321585903083
logistic_regression,0.5209024552090246,0.7110132158590309
logistic_regression,0.5211868423547256,0.7127753303964758
logistic_regression,0.5216608209308939,0.7136563876651982
logistic_regression,0.523082756659399,0.7154185022026431
logistic_regression,0.5247890795336051,0.7162995594713656
logistic_regression,0.5248838752488387,0.718942731277533
logistic_regression,0.5270641766992132,0.7198237885462555
logistic_regression,0.531424779599962,0.720704845814978
logistic_regression,0.5319935538913642,0.7224669603524229
logistic_regression,0.5375865010901507,0.7233480176211454
logistic_regression,0.5377760925206181,0.7251101321585903
logistic_regression,0.5413783296994976,0.7259911894273128
logistic_regression,0.5415679211299649,0.7277533039647577
logistic_regression,0.5442222011565078,0.7286343612334801
logistic_regression,0.5462129111764148,0.7303964757709251
logistic_regression,0.5467816854678168,0.7312775330396476
logistic_regression,0.5482036211963219,0.73215859030837
logistic_regression,0.5492463740638923,0.733920704845815
logistic_regression,0.5509526969380985,0.7348017621145374
logistic_regression,0.5519954498056688,0.7365638766519824
logistic_regression,0.5537017726798749,0.7374449339207049
logistic_regression,0.5546497298322116,0.7392070484581498
logistic_regression,0.5572092141435208,0.7400881057268722
logistic_regression,0.5619489999052043,0.7427312775330397
logistic_regression,0.5629917527727747,0.7436123348017621
logistic_regression,0.5633709356337093,0.745374449339207
logistic_regression,0.5636553227794103,0.747136563876652
logistic_regression,0.5677315385344582,0.7480176211453744
logistic_regression,0.5680159256801592,0.7497797356828194
logistic_regression,0.5700066357000664,0.7506607929515419
logistic_regression,0.5701962271305338,0.7524229074889868
logistic_regression,0.5718077542895061,0.7533039647577092
logistic_regression,0.5726609157266092,0.7550660792951542
logistic_regression,0.5735140771637122,0.7559471365638767
logistic_regression,0.5748412171769836,0.7568281938325991
logistic_regression,0.5760735614750213,0.7594713656387665
logistic_regression,0.5781590672101621,0.760352422907489
logistic_regression,0.5804341643757702,0.762114537444934
logistic_regression,0.5823300786804436,0.7629955947136564
logistic_regression,0.5832780358327804,0.7647577092511013
logistic_regression,0.583941605839416,0.7656387665198238
logistic_regression,0.5854583372831548,0.7674008810572687
logistic_regression,0.5858375201440895,0.7682819383259912
logistic_regression,0.5878282301639965,0.7691629955947137
logistic_regression,0.5880178215944639,0.7709251101321586
logistic_regression,0.5898189401839037,0.771806167400881
logistic_regression,0.5899137358991373,0.7735682819383259
logistic_regression,0.5914304673428761,0.7744493392070485
logistic_regression,0.5917148544885771,0.7762114537444934
logistic_regression,0.5942743387998862,0.7770925110132159
logistic_regression,0.5990141245615698,0.7779735682819383
logistic_regression,0.6008152431510095,0.7797356828193832
logistic_regression,0.6017632003033463,0.7806167400881058
logistic_regression,0.6031851360318513,0.7832599118942731
logistic_regression,0.6038487060384871,0.7841409691629956
logistic_regression,0.6049862546212911,0.7859030837004405
logistic_regression,0.6064081903497962,0.786784140969163
logistic_regression,0.6103896103896104,0.788546255506608
logistic_regression,0.6107687932505451,0.7894273127753304
logistic_regression,0.6132334818466205,0.7903083700440529
logistic_regression,0.6134230732770879,0.7929515418502202
logistic_regression,0.6166461275950327,0.7938325991189428
logistic_regression,0.6188264290454072,0.7955947136563877
logistic_regression,0.6196795904825102,0.7964757709251101
logistic_regression,0.6199639776282112,0.798237885462555
logistic_regression,0.6242297848137264,0.7991189427312775
logistic_regression,0.6264100862641009,0.8008810572687225
logistic_regression,0.6322874206085884,0.801762114537445
logistic_regression,0.6329509906152242,0.8026431718061674
logistic_regression,0.6333301734761588,0.8044052863436123
logistic_regression,0.6362688406484027,0.8052863436123348
logistic_regression,0.6378803678073751,0.8070484581497798
logistic_regression,0.6390179163901791,0.8079295154185022
logistic_regression,0.6397762821120485,0.8096916299559471
logistic_regression,0.6424305621385913,0.8105726872246696
logistic_regression,0.6448004550194332,0.813215859030837
logistic_regression,0.6461275950327046,0.8140969162995595
logistic_regression,0.64859228362878,0.8149779735682819
logistic_regression,0.6487818750592473,0.8167400881057268
