champion,display_name,oof_pr_auc,oof_roc_auc,oof_precision,oof_recall,oof_f1,oof_threshold,oof_top10_recall,oof_top10_lift,model,fixed_oof_f1_threshold,test_pr_auc,test_roc_auc,test_precision,test_recall,test_f1,test_top10_precision,test_top10_recall,test_top10_lift,predicted_positive_count,predicted_positive_rate,tn,fp,fn,tp
lightgbm,LightGBM,0.3150359378698019,0.6968771284665687,0.30857580398162326,0.35506607929515416,0.33019254403932813,0.102939807122633,0.33303964757709253,3.328687119153763,lightgbm,0.102939807122633,0.35261113861731935,0.7101383890911809,0.21386430678466076,0.5105633802816901,0.30145530145530147,0.34812286689419797,0.3591549295774648,3.581743017833966,678,0.23203285420944558,2105,533,139,145
