threshold,precision,recall,f1
0.0584019096703988,0.21615008156606852,0.4669603524229075,0.2955115695567327
0.058425706649033,0.21623827009383925,0.4669603524229075,0.2955939765755716
0.0585475731612997,0.2163265306122449,0.4669603524229075,0.295676429567643
0.0585806083856699,0.21641486320947326,0.4669603524229075,0.29575892857142855
0.058592200119498,0.21650326797385622,0.4669603524229075,0.29584147362545354
0.0585989979693905,0.21659174499387004,0.4669603524229075,0.29592406476828587
0.0586580173222767,0.21668029435813574,0.4669603524229075,0.29600670203853674
0.0586612003576219,0.2167689161554192,0.4669603524229075,0.2960893854748603
0.0587058758184278,0.21685761047463176,0.4669603524229075,0.2961721151159542
0.0587658302587595,0.21694637740483014,0.4669603524229075,0.29625489100055896
0.0587695008364404,0.21703521703521703,0.4669603524229075,0.29633771316745877
0.0587749849466328,0.21671446128635805,0.466079295154185,0.29586129753914986
0.0587924079806864,0.2168032786885246,0.466079295154185,0.29594405594405593
0.0588002629489403,0.21689216892168922,0.466079295154185,0.2960268606603246
0.0588050925745971,0.2169811320754717,0.466079295154185,0.29610971172684014
0.0588398011129819,0.2170701682396389,0.466079295154185,0.2961926091825308
0.059007686919495,0.2171592775041051,0.466079295154185,0.29627555306636794
0.0590112645100633,0.21724845995893224,0.466079295154185,0.29635854341736695
0.059019079336662,0.21733771569433033,0.466079295154185,0.2964415802745867
0.0590365182721099,0.21742704480065764,0.466079295154185,0.29652466367713004
0.0590510492664795,0.21751644736842105,0.466079295154185,0.2966077936641435
0.0590544698332849,0.21760592348827643,0.466079295154185,0.29669097027481767
0.0590981982453373,0.2176954732510288,0.466079295154185,0.29677419354838713
0.0591313224597293,0.21778509674763277,0.466079295154185,0.29685746352413017
0.0591902682491568,0.21787479406919275,0.466079295154185,0.2969407802413696
0.0592266552183094,0.21796456530696334,0.466079295154185,0.2970241437394722
0.0592486054135893,0.21805441055234956,0.466079295154185,0.29710755405784894
0.0592561278867107,0.2181443298969072,0.466079295154185,0.29719101123595504
0.0592973425482983,0.21782178217821782,0.46519823788546255,0.2967125597077831
0.0593133497030778,0.21791167973586464,0.46519823788546255,0.29679595278246207
0.0593194068625321,0.2180016515276631,0.46519823788546255,0.2968793927466966
0.0593624797963248,0.218091697645601,0.46519823788546255,0.29696287964004503
0.0593686685750742,0.21818181818181817,0.46519823788546255,0.2970464135021097
0.0593768153761765,0.21827201322860687,0.46519823788546255,0.29712999437253795
0.0593963853554077,0.21836228287841192,0.46519823788546255,0.2972136222910217
0.0594439698409515,0.2184526272238312,0.46519823788546255,0.2972972972972973
0.0594654234927544,0.2185430463576159,0.46519823788546255,0.29738101943114614
0.0594751164574746,0.2186335403726708,0.46519823788546255,0.29746478873239435
0.0594780191022341,0.2187241093620547,0.46519823788546255,0.297548605240913
0.0594803239582566,0.21881475341898052,0.46519823788546255,0.2976324689966178
