champion,display_name,oof_pr_auc,oof_roc_auc,oof_precision,oof_recall,oof_f1,oof_threshold,oof_top10_recall,oof_top10_lift,model,fixed_oof_f1_threshold,test_pr_auc,test_roc_auc,test_precision,test_recall,test_f1,test_top10_precision,test_top10_recall,test_top10_lift,predicted_positive_count,predicted_positive_rate,tn,fp,fn,tp
lightgbm,LightGBM,0.3171893653249886,0.6927289180802156,0.3257243195785777,0.32687224669603526,0.326297273526825,0.1305258102525069,0.32863436123348017,3.2846568662549034,lightgbm,0.1305258102525069,0.35157302278435243,0.710977960255849,0.267223382045929,0.4507042253521127,0.33551769331585846,0.3412969283276451,0.352112676056338,3.5115127625823197,479,0.16392881587953456,2287,351,156,128
