feature_set,imbalance_method,feature_count,oof_pr_auc,oof_roc_auc,fold_pr_auc_mean,fold_pr_auc_std,fold_roc_auc_mean,fold_roc_auc_std,threshold_from_oof_f2,precision,recall,f1,f2,balanced_accuracy,predicted_positive_count,positive_rate,top_10pct_count,top_10pct_precision,top_10pct_recall,top_10pct_lift
A3_contract_dates,LGBM_none,37,0.31758128082966897,0.7133936323170704,0.32178692242847545,0.017745345615644528,0.7135735675018544,0.012364637106594412,0.0699442922759637,0.16561229100768188,0.6458149779735682,0.26362165078223343,0.40876645103725184,0.6478672008078098,4426,0.09714138993495379,1169,0.3242087254063302,0.333920704845815,3.337493169733535
A3_contract_dates,LGBM_class_weight,37,0.2911726898839725,0.699991606194378,0.2959132773129445,0.008767436955416203,0.7001809751134124,0.01728383836898969,0.2875530867670243,0.15945478147987885,0.6493392070484582,0.25603612992878233,0.4022047587862912,0.6405289266828222,4622,0.09714138993495379,1169,0.30624465355004277,0.31541850220264317,3.1525661075583256
A3_contract_dates,LGBM_random_oversampler,37,0.2850272747255435,0.6915724103543648,0.28909001875056706,0.020533369655530157,0.691836226964545,0.013531909766892216,0.24338864003150656,0.14555108019040644,0.7004405286343612,0.24101864483856297,0.39742051589682065,0.6290144628194083,5462,0.09714138993495379,1169,0.30367835757057315,0.31277533039647576,3.12614795581901
A3_contract_dates,RF_random_oversampler,37,0.2787133233400177,0.705612449224784,0.2810926456241408,0.019104293419850024,0.705360026894284,0.009248960736416088,0.13673902749297487,0.148636763412489,0.7444933920704846,0.24780058651026393,0.4132029339853301,0.6428410651697574,5685,0.09714138993495379,1169,0.2934131736526946,0.3022026431718062,3.0204753488617473
A3_contract_dates,RF_class_weight,37,0.2782535970546972,0.7070486669509146,0.2815258564024938,0.019583907577705003,0.7069282630571274,0.006861604083595079,0.1262743082071111,0.16087489779231398,0.6933920704845815,0.2611581217852995,0.41719677692960133,0.6521278297251801,4892,0.09714138993495379,1169,0.290846877673225,0.29955947136563876,2.994057197122432
A3_contract_dates,RF_none,37,0.26852673377910596,0.704858551847201,0.2704677407316827,0.010973121822170221,0.7046755681963469,0.014603776222915423,0.1079222222222222,0.16914966765986705,0.6502202643171806,0.26846125863950526,0.41446703358418513,0.6532928982975608,4363,0.09714138993495379,1169,0.2848588537211292,0.2933920704845815,2.9324148430640293
A3_contract_dates,BalancedRandomForest,37,0.25240332869609733,0.7036747329329085,0.2553372803581628,0.01123957435368129,0.7036568820483317,0.010154067354301627,0.4090952380952382,0.16696914700544466,0.6484581497797357,0.26556016597510373,0.4112650871703174,0.6501841417208472,4408,0.09714138993495379,1169,0.2668947818648417,0.2748898678414097,2.74748778088882
